api_event_id,api_id,analyst_id,event_type,sub_event_type,actor1,assoc_actor_1,actor2,assoc_actor_2,region,country,admin1,admin2,admin3,location,latitude,longitude,source,notes,fatalities,timestamp
7251267,1,TAS,Battles,Armed clash,Unidentified Armed Group (Iraq),,Military Forces of Iraq (2020-),,Middle East,Iraq,Diyala,Khanaqin,,Umm al Hintah,34.4327,45.1639,National Iraqi News Agency,"On 16 October 2020, an armed clash that involved an exchange of shelling took place in between an unidentified armed group and Iraqi military forces in the vicinity of the village of Umm al-Hintah, Diyala. Source reported that there were no fatalities.",0,1603135662
7251271,1,TAS,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Iraq),,Civilians (Iraq),,Middle East,Iraq,Ninewa,Mosul,,Karaj,36.545,42.8838,National Iraqi News Agency,"On 16 October 2020, an unidentified explosive device exploded, wounding a civilian, when it targeted his vehicle between the Karaj district and the village of Sarnaj in Makhmour district, southeast of Mosul.",0,1603135662
7251275,1,TAS,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Iraq),,Civilians (Iraq),Farmers (Iraq),Middle East,Iraq,Diyala,Khanaqin,,Umm al Hintah,34.4327,45.1639,National Iraqi News Agency,"On 16 October 2020, an unidentified explosive device was placed near an agricultural orchard near the village of Umm al-Hintah, Diyala, which exploded, seriously wounding a farmer.",0,1603135662
7251028,1,TAS,Battles,Armed clash,Islamic State (Iraq),,Military Forces of Iraq (2020-) Popular Mobilization Forces,Asaib Ahl Al Haq,Middle East,Iraq,Sala al-Din,Balad,,Syed Ghraib,33.9067,44.1812,Baghdad Today; Shafaaq News; Al Maloomah,"Around 16 October 2020 (as reported), IS militants initiated an attack on PMF (Asaib Ahl Al Haq) at a security point in the province of Sala al-Din. One Asaib Ahl Al Haq member was killed in the armed clash and another was injured. This armed clash was part of a reported series of armed clashes within the last 72 hours in Syed Ghraib.",1,1603135661
7251032,1,TAS,Battles,Armed clash,Military Forces of Iraq (2020-) Counter-Terrorism Service,Military Forces of Iraq (2020-),Islamic State (Iraq),,Middle East,Iraq,Kirkuk,Kirkuk,,Shay Valley,35.3977,44.2173,Baghdad Today; Watan (Iraq); Al Maloomah; Kurdistan24; National Iraqi News Agency; Shafaaq News; IraqiSecurity,"On 16 October 2020, CTS killed an IS leader who was wearing an ""explosive belt"" after an elaborate airdrop operation carried out in Wadi al-Shay (Shay Valley), south of Kirkuk governorate.",1,1603135661
7251037,1,TAS,Strategic developments,Arrests,Military Forces of Iraq (2020-) Popular Mobilization Forces,Asaib Ahl Al Haq,Civilians (Iraq),,Middle East,Iraq,Sala al-Din,Balad,,Farhatiyah,33.9333,44.0833,Yaqein; Liveuamap,"Arrests: On 16 October 2020, PMF 41st brigade (Asaib Ahl Al Haq) memebers arrested 28 civilians in Farhatiyah village in balad district. These abductions are believed to have be linked to the abduction of 12 civilians and consequent killing of 8 the next day in the same village.",0,1603135661
7251038,1,TAS,Strategic developments,Arrests,Police Forces of Iraq (2020-) Iraqi National Intelligence Service,,Islamic State (Iraq),,Middle East,Iraq,Anbar,Falluja,,Karma,33.4266,43.9347,National Iraqi News Agency; Al Maloomah; Shafaaq News,"Arrests: On 16 October 2020, a prominent IS militant who was in charge of IS activities in Fallujah was arrested in Karma district, Anbar, without resistance.",0,1603135661
7251047,1,TAS,Strategic developments,Disrupted weapons use,Military Forces of Iraq (2020-),,,,Middle East,Iraq,Diyala,Baquba,,Al Abbarah,33.8142,44.6577,Al Maloomah; National Iraqi News Agency,"Defusal: On 16 October 2020, an Iraqi army force safely defused an 3 explosive device that was intended to blow up Al Abbarah district.",0,1603135661
7251059,1,TAS,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Iraq (2020-) Popular Mobilization Forces,,Islamic State (Iraq),,Middle East,Iraq,Sala al-Din,Daur,,Mutaibijah,34.3454,44.4669,National Iraqi News Agency; Baghdad Today,"On 16 October 2020, shelling launched by PMF targeting IS positions near Al Moqatta' Village along the Diyala and Sala al-Din border led to the killing of an IS militant who was a judge in IS.",1,1603135661
7257018,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Labour Group (Iraq),,,Middle East,Iraq,Basrah,Basrah,,Basrah,30.533,47.7975,Al Mirbad,"On 16 October 2020, a number of demonstrators who are also winners of the 30,000 job lottery, gathered outside the Administrative building in Basrah City, demanding to receive their delayed wages and to have their contracts converted into Ministerial ones. [size=no report]",0,1603742174
7251170,1,TAS,Protests,Protest with intervention,Protesters (Iraq),Students (Iraq),Police Forces of Iraq (2020-) Rapid Reaction Force,,Middle East,Iraq,Baghdad,Mansour,,Baghdad - Mansour,33.3158,44.3515,Al Ahad TV,"On 16 October 2020, security forces attacked students participating in a demonstration by beating them up in Khadra, Baghdad - Mansour. Even though the demonstration was broken up the students vowed to continue their protest until their employment demands are met. [size=no report]",0,1603135662
7251181,1,TAS,Protests,Peaceful protest,Protesters (Iraq),,,,Middle East,Iraq,Wassit,Kut,,Kut,32.5056,45.8247,Al Mirbad,"On 16 October 2020, a number of demonstrators organized a protest in the city of Kut to demand accountability for the killing of the demonstrators who were killed during the demonstrations in October of last year. [size=no report]",0,1603135662
7257072,1,TAS,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,PKK: Kurdistan Workers Party,,Middle East,Iraq,Erbil,Mergasur,,Mergasur,36.8431,44.3009,People's Defense Forces,"On 16 October 2020, Turkish Military forces conducted airstrikes against PKK targets in Werxele area (Kurdish name) in Avasin (Mergasur) region of Erbil, Northern Iraq. Source reported that no casualties occurred.",0,1603742174
7257074,1,TAS,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,PKK: Kurdistan Workers Party,,Middle East,Iraq,Dahuk,Amedi,,Chiya-e Gara,37.0394,43.5175,People's Defense Forces,"On 16 October 2020, Turkish warplanes conducted airstrikes targeting PKK in Skeftiyan area (Kurdish name) in Gare region (Chiya-e Gara) of Dahuk, Northern Iraq. Source reported that no casualties occurred.",0,1603742174
7257089,1,TAS,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Turkey (2016-),,PKK: Kurdistan Workers Party,,Middle East,Iraq,Dahuk,Zakho,,Banik as Sufla,37.2191,42.9704,People's Defense Forces,"On 15 October 2020, PKK militants carried out a remote explosive attack targeting Turkish army units in the vicinity of Banike village (Banik as Sufla) in Zakho district, Dahuk. Source reported that the number of casualties could not be identified.",0,1603742174
7251202,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Labour Group (Iraq),,,Middle East,Iraq,Thi-Qar,Nassriya,,Nassriya,31.058,46.2573,Al Mirbad,"On 15 October 2020, a number of demonstrators closed the field doors for the second day in a row and prevented employees from entering the Nassriya oil field in the city of Nassriya, demanding appointment from villages close to the Nasiriyah oil field. [size=no report]",0,1603135662
7251266,1,TAS,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Iraq),,Civilians (Iraq),,Middle East,Iraq,Ninewa,Mosul,,Hammam al Alil,36.1643,43.2592,National Iraqi News Agency,"On 15 October 2020, an IED planted by an unidentified armed group exploded in the village of Hammam al Alil, Ninewa, injuring 2 civilians.",0,1603135662
7251268,1,TAS,Strategic developments,Arrests,Military Forces of Iraq (2020-) Counter-Terrorism Service,,Islamic State (Iraq),,Middle East,Iraq,Baghdad,Abu Ghraib,,Abu Ghraib,33.2919,44.0692,National Iraqi News Agency,"On 15 October 2020, CTS engaged in an arrest operation and arrested an IS militant in the district of Abu Ghraib, Baghdad.",0,1603135662
7251272,1,TAS,Violence against civilians,Attack,Unidentified Armed Group (Iraq),,Civilians (Iraq),Labour Group (Iraq),Middle East,Iraq,Diyala,Balad Ruz,,Nahiyat Kanan,33.6924,44.8053,National Iraqi News Agency,"On 15 October 2020, an unidentified armed group shot and killed the owner of a coffee shop when he was in the shop in the village of Nahiyat Kanan, Diyala.",1,1603135662
7251018,1,TAS,Explosions/Remote violence,Air/drone strike,Military Forces of the United Kingdom (2010-),Global Coalition Against Daesh,Islamic State (Iraq),,Middle East,Iraq,Anbar,Ramadi,,Ramadi,33.4206,43.3078,Baghdad Post; Arab News,"On 15 October 2020, Military Forces of the United Kingdom and Global Coalition Against Daesh attacked suspected IS militants in Anbar province using a reaper drone and jets. Source reported that all threats were killed, unknown fatalities coded as 3.",3,1603135661
7260748,1,TAS,Strategic developments,Disrupted weapons use,Military Forces of Iraq (2020-),,,,Middle East,Iraq,Diyala,Baquba,,Baquba,33.754,44.6052,Al Sumaria TV,"Defusal: On 15 October 2020, an Iraqi army force safely defused an explosive device that was intended to blow up in the Sheikh Hamad market near Alwa Barakat, Diyala.",0,1603755453
7251023,1,TAS,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,,,Middle East,Iraq,Erbil,Soran,,Sidakan,36.7968,44.6721,National Iraqi News Agency; Liveuamap; BBC News; Basnews,"On 15 October 2020, Turkish forces conducted airstrikes in Sidakan region, Erbil, including the village of Bardosoran targeting areas close to farmers and nomads in the region. No fatalities/injuries were reported by the source.",0,1603135661
7251024,1,TAS,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,,,Middle East,Iraq,Erbil,Soran,,Jabal Biradawst,36.736,44.3903,Al Mawqif; Liveuamap; BBC News,"On 15 October 2020, Turkish forces conducted airstrikes in the area of Jabal Biradawst, causing a fire in the area. Source reported that there were no fatalities.",0,1603135661
7251025,1,TAS,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,,,Middle East,Iraq,Erbil,Koisnjaq,,Senan,36.17,44.55,Al Mawqif; BBC News; ROJ News,"On 15 October 2020, Turkish forces conducted airstrikes in the village of Senan, causing a fire in the area. Source reported that there were no fatalities.",0,1603135661
7251026,1,TAS,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,,,Middle East,Iraq,Erbil,Soran,,Berikma,36.87,44.77,National Iraqi News Agency; Al Mawqif; BBC News,"On 15 October 2020, Turkish forces conducted airstrikes in village of Berikma, Erbil, causing fire in the area. Source reported that there were no fatalities or injuries.",0,1603135661
7251027,1,TAS,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,,,Middle East,Iraq,Erbil,Soran,,Kelashin,36.91,44.89,National Iraqi News Agency; BBC News,"On 15 October 2020, Turkish forces conducted airstrikes in village of Kelashin, Erbil. Source reported that there were no fatalities or injuries.",0,1603135661
7251031,1,TAS,Battles,Armed clash,Military Forces of Iraq (2020-) Counter-Terrorism Service,,Islamic State (Iraq),,Middle East,Iraq,Sala al-Din,Samarra,,Samarra,34.1959,43.8857,Ayn Al Iraq News; Al Maloomah,"On 15 October 2020, security forces arrested suspected IS militant in an armed clash on the road connecting between Samarra district and Al Dajeil district, during which security forces successfully detonated an IED that was in the militant's possession. Clashes assumed to have taken place.",0,1603135661
7251040,1,TAS,Strategic developments,Arrests,Police Forces of Iraq (2020-) Iraqi National Intelligence Service,Police Forces of Iraq (2020-) Rapid Reaction Force; Military Forces of Iraq (2020-) Popular Mobilization Forces,Islamic State (Iraq),,Middle East,Iraq,Diyala,Khanaqin,,Nahr al Imam,33.9949,45.0069,National Iraqi News Agency; Al Mawqif,"On 15 October 2020, an Iraqi intelligence team assisted by the PMF and emergency police forces conducted a special operation at the outskirts of the village of Nahr al Imam, northeast of Baqubah and arrested 3 militants as a result. Suicide vests and other explosives were also confiscated.",0,1603135661
7251042,1,TAS,Violence against civilians,Attack,Unidentified Armed Group (Iraq),,Civilians (Iraq),Labour Group (Iraq),Middle East,Iraq,Sala al-Din,Tikrit,,Tikrit,34.6158,43.6786,All Iraq News Agency; Baghdad Post; Yaqein; Watan (Iraq); Radio Nawa; Al Maloomah,"On 15 October 2020, an unidentified armed group stormed ""Beiti"" housing project in the city of Tikrit, the centre of Salah al-Din Governorate, and hit and detained its workers for around 5 hours, for unknown reasons.",0,1603135661
7251045,1,TAS,Strategic developments,Change to group/activity,Military Forces of the United States (2017-),Private Security Forces (Iraq); Labour Group (Iraq),,,Middle East,Iraq,Anbar,Hit,,Ain Assad Air Base,33.8,42.4333,Al Maloomah; Al Mawqif,"Change to armed group: On 15 October 2020, American forces backed by security companies had arrived at Ain Al-Asad Air Base, west of Anbar province. Reason of arrival is unknown.",0,1603135661
7251046,1,TAS,Strategic developments,Disrupted weapons use,Military Forces of Iraq (2020-),,,,Middle East,Iraq,Anbar,Hit,,Al Baghdadi,33.8514,42.5487,Al Maloomah; Ayn Al Iraq News,"Defusal: On 15 October 2020, an Iraqi army force safely defused an explosive device that was intended to blow up Ksayriat area in Al Baghdadi desert, Anbar.",0,1603135661
7251050,1,TAS,Strategic developments,Disrupted weapons use,Military Forces of Turkey (2016-),,PKK: Kurdistan Workers Party,,Middle East,Iraq,Dahuk,Zakho,,Haftanin,37.3128,43.0203,Anadolu Agency; Takvim; TRT Haber,"Weapons seizure: Around 15 October 2020 (as reported), Turkish army forces seized a number of weapons allegedly belonging to PKK, during the Claw-Tiger operation carried out in Haftanin region of Dahuk, Northern Iraq. The weapons seized included assault weapons, 12 RPG-7 rockets, 5 rocket launchers, 2 mortar shells, 4 hand grenades, 370 rounds of ammunition belonging to various weapons, 1500 mechanical detonators.",0,1603135661
7251056,1,TAS,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Iraq),,Civilians (Iraq),Farmers (Iraq),Middle East,Iraq,Diyala,Baquba,,Al Abbarah,33.8142,44.6577,Shafaaq News; Baghdad Today; National Iraqi News Agency; Ayn Al Iraq News; Yaqein,"On 15 October 2020, two IEDs planted by an unidentified armed group caused two separate explosions in the district of Al Abbarah, Diyala. The first resulted in the killing of one farmer and the second resulted in the injury of one civilian.",1,1603135661
7257029,1,TAS,Violence against civilians,Abduction/forced disappearance,PKK: Kurdistan Workers Party,,Civilians (Iraq),Kurdish Ethnic Group (Iraq); Government of Iraq (2020-) Kurdistan Regional Government,Middle East,Iraq,Erbil,Choman,,Silsilat Jibal Qandil,36.5171,45.0199,Basnews,"On 15 October 2020, PKK militants abducted a Kurdish Politician in the Qandil area, Erbil province.",0,1603742174
7257085,1,TAS,Battles,Armed clash,PKK: Kurdistan Workers Party,,Military Forces of Turkey (2016-),,Middle East,Iraq,Dahuk,Zakho,,Haftanin,37.3128,43.0203,People's Defense Forces,"On 15 October 2020, PKK militants attacked Turkish army units positioned on Koxe Mele Yehya hill (Kurdish name) in Haftanin region of Dahuk, Northern Iraq. One soldier was killed in the attack reportedly.",1,1603742174
7251210,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Labour Group (Iraq),,,Middle East,Iraq,Basrah,Basrah,,Basrah,30.533,47.7975,Al Mirbad,"On 14 October 2020, a number of administrators in the Basrah Health Department organized a demonstration in the city of Basrah, demanding that their allocations be raised to the same levels as the rest of the medical and health personnel. [size=no report]",0,1603135662
7251211,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Labour Group (Iraq),,,Middle East,Iraq,Thi-Qar,Nassriya,,Nassriya,31.058,46.2573,Al Mirbad,"On 14 October 2020, a number of demonstrators closed the field doors and prevented employees from entering the Nassriya oil field in the city of Nassriya, demanding appointment from villages close to the Nasiriyah oil field. [size=no report]",0,1603135662
7251220,1,TAS,Violence against civilians,Attack,Islamic State (Iraq),,Civilians (Iraq),,Middle East,Iraq,Diyala,Khanaqin,,Nahr al Imam,33.9949,45.0069,Al Sumaria TV,"On 14 October 2020, IS forces launched an attack against a civilian, killing the young man in Nahr Al-Imam village in Diyala.",1,1603135662
7251221,1,TAS,Protests,Peaceful protest,Protesters (Iraq),,,,Middle East,Iraq,Baghdad,Rusafa,,Baghdad - Rusafa,33.3473,44.4116,Al Sumaria TV,"On 14 October 2020, a number of demonstrators organized a protest in Tahrir Square, Baghdad - Rusafa, in commemoration of the October 25th protests of last year. [size=no report]",0,1603135662
7251223,1,TAS,Violence against civilians,Attack,Unidentified Tribal Militia (Iraq),,Civilians (Iraq),Unidentified Tribal Group (Iraq),Middle East,Iraq,Baghdad,Kadhimiya,,Baghdad - Kadhimiya,33.3805,44.3462,Al Sumaria TV,"On 14 October 2020, an unidentified tribal militia attacked a house belonging to suspected rival tribesmen in Hurriya neighbourhood, Baghdad - Kadhimiya. Two civilians were injured in the attack, and police forces arrested 4 men suspected to have carried out the attack.",0,1603135662
7251228,1,TAS,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),Police Forces of Turkey (2016-) National Intelligence Organization,PKK: Kurdistan Workers Party,,Middle East,Iraq,Ninewa,Sinjar,,Sinjar,36.2955,41.8932,Anadolu Agency,"Around 14 October 2020 (as reported), Turkish forces conducted airstrikes in Sinjar region targeting PKK militants, which resulted in the killing or injuring a senior PKK member.",0,1603135662
7251234,1,TAS,Violence against civilians,Attack,PUK: Patriotic Union of Kurdistan,,Civilians (Iraq),Prisoners (Iraq); Kurdish Ethnic Group (Iraq),Middle East,Iraq,Sulaymaniyah,Sulaymaniyah,,Sulaymaniyah,35.565,45.4329,Basnews,"Around 14 October 2020 (as reported), a Kurdish prisoner succumbed to his injuries and passed away after being torture by PUK-affiliated forces in Sulaymaniyah province.",1,1603135662
7251235,1,TAS,Explosions/Remote violence,Air/drone strike,Military Forces of France (2017-),,Islamic State (Iraq),,Middle East,Iraq,Diyala,Kifri,,Kifri,34.6896,44.9606,Basnews,"On 14 October 2020, French warplanes conducted airstrikes targeting IS positions near Tuz Khurma road in Kifri district, Diyala. No fatalities/injuries were reported by the source.",0,1603135662
7251273,1,TAS,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Iraq),,Civilians (Iraq),,Middle East,Iraq,Ninewa,Telafar,,Telafar,36.3809,42.4674,National Iraqi News Agency,"On 14 October 2020, an unidentified armed group planted an IED that exploded in civilians' car in the district of Telafar, Ninewa, injuring 3 civilians.",0,1603135662
7251020,1,TAS,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,PKK: Kurdistan Workers Party,,Middle East,Iraq,Erbil,Soran,,Wadi Khakurik,36.9599,44.6039,Anadolu Agency; Baghdad Today; Yaqein,"On 14 October 2020, Turkish forces conducted airstrikes in Wadi Khakurik (Hakurk region) targeting PKK militants, which resulted in the killing of 5 militants.",5,1603135661
7251282,1,TAS,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,PKK: Kurdistan Workers Party,,Middle East,Iraq,Dahuk,Amedi,,Chiya-e Gara,37.0394,43.5175,People's Defense Forces,"On 14 October 2020, Turkish warplanes conducted airstrikes targeting PKK in Skeftiyan and Bilindbaze village areas (Kurdish names) in Gare region (Chiya-e Gara) of Dahuk, Northern Iraq. Source reported that no casualties occurred but airstrikes reportedly set groves and farmlands in the area ablaze.",0,1603135662
7251283,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Labour Group (Iraq),,,Middle East,Iraq,Baghdad,Karkh,,Baghdad - Karkh,33.3164,44.4039,ROJ News,"On 14 October 2020, a number of institute graduates organized a protest around Allawi Bridge, Baghdad - Karkh, demanding job opportunities in the public sector. The protest came after months of striking without having their demands met. [size=no report]",0,1603135662
7251285,1,TAS,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,,,Middle East,Iraq,Dahuk,Amedi,,Shkafte,36.9,43.48,Shafaaq News,"On 14 October 2020, Turkish forces conducted airstrikes in the village of Shkafte (Shakatvi), causing a fire in the pastures surrounding the village. No fatalities/injuries were reported by the source.",0,1603135662
7251287,1,TAS,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,,,Middle East,Iraq,Dahuk,Amedi,,Bilimbeske,36.89,43.68,Shafaaq News,"On 14 October 2020, Turkish forces conducted airstrikes in the village of Bilimbeske (Belambase), causing a fire in the pastures surrounding the village. No fatalities/injuries were reported by the source.",0,1603135662
7251034,1,TAS,Battles,Armed clash,Police Forces of Turkey (2016-) National Intelligence Organization,,PKK: Kurdistan Workers Party,,Middle East,Iraq,Ninewa,Sinjar,,Sinjar,36.2955,41.8932,Aydinlik; Daily Sabah; TRT Haber,"Around 14 October 2020 (as reported), one high-ranking PKK militant in Turkey's most wanted list was killed, injured or captured during an operation carried out by National Intelligence Organization of Turkey in Sinjar district of Ninewa, Northern Iraq.",0,1603135661
7251039,1,TAS,Strategic developments,Arrests,Police Forces of Iraq (2020-) Iraqi National Intelligence Service,,Islamic State (Iraq),,Middle East,Iraq,Kirkuk,Kirkuk,,Kirkuk,35.4681,44.3922,National Iraqi News Agency; Al Mawqif; Al Ahad TV; Al Maloomah; Al Sumaria TV; Ayn Al Iraq News; All Iraq News Agency,"On 14 October 2020, the Iraqi intelligence agency in cooperation with the Personnel Security Directorate in Kirkuk Governorate conducted an arrest operation of the ""Blood Judge"" of IS in the city of Kirkuk.",0,1603135661
7251055,1,TAS,Explosions/Remote violence,Remote explosive/landmine/IED,Islamic State (Iraq),,Military Forces of Iraq (2020-),,Middle East,Iraq,Baghdad,Al Tarmia,,At Tarmiyah,33.6643,44.3737,Basnews; Shafaaq News; Al Sumaria TV,"On 14 October 2020, suspected IS militants targeted a car belonging to the Iraqi army with an IED in the Tarmiyah district. An army officer was injured during the explosion that took place north of Baghdad.",0,1603135661
7259310,1,TAS,Strategic developments,Arrests,Military Forces of Iraq (2020-) Counter-Terrorism Service,,Islamic State (Iraq),,Middle East,Iraq,Diyala,Baquba,,Baquba,33.754,44.6052,Ayn Al Iraq News; Al Mirbad; Al Sumaria TV; IraqiSecurity; Al Maloomah,"On 14 October 2020, CTS forces conducted an arrest operation of an IS leader who was active in the Islamic police force within IS in Diyala Governorate.",0,1603755445
7251172,1,TAS,Protests,Peaceful protest,Protesters (Iraq),,,,Middle East,Iraq,Thi-Qar,Nassriya,,Nassriya,31.058,46.2573,Al Mada,"On 14 October 2020, a number of protesters organized a protest outside the diwan of Thi Qar in Nassriya city calling for the government to find the activist that was kidnapped 26 days ago. [size=no report]",0,1603135662
7251174,1,TAS,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Iraq (2020-) Popular Mobilization Forces,Peace Companies,Islamic State (Iraq),,Middle East,Iraq,Sala al-Din,Samarra,,Samarra,34.1959,43.8857,Al Maloomah,"On 14 October 2020, PMF brigade 313 (Peace Companies) launched missiles in the Hawija Umm al-Fahm area, north of the city of Samarra targeting IS positions. Source reported that there were injuries among IS fighters.",0,1603135662
7251216,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Health Workers (Iraq),,,Middle East,Iraq,Muthanna,As Samawah,,As Samawah,31.3059,45.2799,Al Mirbad,"On 13 October 2020, a number of Al Hussein Hospital employees in As Samawah City, Muthanna province organized a protest stand inside the hospital for a third day to demand the allocation of 50% of the nominal salary for health and nursing professions, similar to doctors. They also demanded protection measures to be implemented as they are on the frontlines of the coronavirus epidemic. [size=no report]",0,1603135662
7251217,1,TAS,Riots,Violent demonstration,Rioters (Iraq),Labour Group (Iraq),,,Middle East,Iraq,Qadissiya,Diwaniya,,Diwaniya,31.9929,44.9255,Al Mirbad,"On 13 October 2020, taxi drivers blocked the road between Diwaniya City and Al Saniya with burning tyres, in demonstration against the payment of a collection fee to the transport authority. [size=no report]",0,1603135662
7251227,1,TAS,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,PKK: Kurdistan Workers Party,,Middle East,Iraq,Dahuk,Amedi,,Metina,37.1683,43.2709,Anadolu Agency,"Around 13 October 2020 (as reported), Turkish warplanes targeted PKK positions in the Metina region, Amedi district, Dahuk province, killing, injuring or capturing 2 PKK militants.",0,1603135662
7251016,1,TAS,Strategic developments,Agreement,Military Forces of Iraq (2020-) Peshmerga,,Government of Iraq (2020-),,Middle East,Iraq,Baghdad,Baghdad,,Baghdad,33.3248,44.4213,Al Mada; Kurdistan24; Al Mawqif; Ayn Al Iraq News,"Agreement: On 13 October 2020, the Iraqi Ministry of Defence met with Peshmerga forces in Baghdad, and agreed to establish 2 joint security centres in both Erbil and Baghdad.",0,1603135661
7251019,1,TAS,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,PKK: Kurdistan Workers Party,,Middle East,Iraq,Dahuk,Amedi,,Metina,37.1683,43.2709,A Haber; People's Defense Forces; TRT Haber; Sozcu,"On 13 October 2020, Turkish army warplanes carried out airstrikes in Yekmale village area (Kurdish name) in Metina region of Dahuk, Northern Iraq. Turkish sources reported 2 PKK militants were killed or injured during the attacks but HPG claimed no fatalities occurred.",0,1603135661
7251021,1,TAS,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,,,Middle East,Iraq,Dahuk,Amedi,,Amadiya,37.0921,43.4877,Shafaaq News; Al Ahad TV,"On 13 October 2020, Turkish forces conducted airstrikes in the Assyrian Chaldean Syriac villages in Nahla and Kara mountains overlooking Amadiya district. No fatalities/injuries were reported by the source.",0,1603135661
7251022,1,TAS,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,,,Middle East,Iraq,Dahuk,Amedi,,Jabal Karah,37.0339,43.558,Shafaaq News; Al Ahad TV,"On 13 October 2020, Turkish forces conducted airstrikes in the Assyrian Chaldean Syriac villages in Nahla and Karah mountains overlooking Amadiya district. No fatalities/injuries were reported by the source.",0,1603135661
7251278,1,TAS,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,,,Middle East,Iraq,Dahuk,Amedi,,Chiya-e Gara,37.0394,43.5175,People's Defense Forces,"On 13 October 2020, Turkish Military forces conducted airstrikes in Cemrobotki village area (Kurdish name) in Gare region (Chiya-e Gara) of Dahuk, Northern Iraq. No information on casualties was reported by source, but airstrikes reportedly set groves and farmlands in the area ablaze.",0,1603135662
7251279,1,TAS,Battles,Armed clash,PKK: Kurdistan Workers Party,,Military Forces of Turkey (2016-),,Middle East,Iraq,Erbil,Mergasur,,Mergasur,36.8431,44.3009,People's Defense Forces,"On 13 October 2020, PKK militants attacked Turkish army units positioned in Tepe Bayrak area (Kurdish name) in Avasin (Mergasur) region of Erbil, Northern Iraq. Source reported the army targets were hit 'effectively' but the number of casualties could not be identified.",0,1603135662
7251284,1,TAS,Strategic developments,Arrests,Police Forces of Iraq (2020-) Iraqi National Intelligence Service,,Islamic State (Iraq),Al Qaeda,Middle East,Iraq,Baghdad,Al Rashid,,Baghdad - Al Rashid,33.2362,44.3428,Rudaw,"Arrests: Around 13 October 2020 (as reported), a prominent IS militants from the assassinations squad and a former Al Qaeda member was arrested by Intelligence forces of the federal Police in the Al Refaq neighbourhood of Baghdad (Al Rashid).",0,1603135662
7251030,1,TAS,Battles,Armed clash,Islamic State (Iraq),,TMF: Tribal Mobilization Forces,,Middle East,Iraq,Diyala,Khanaqin,,Nahr al Imam,33.9949,45.0069,National Iraqi News Agency; Baghdad Today,"Around 13 October 2020 (as reported), IS militants attacked a security position in the outskirts of Nahr Al Imam, Khanaqin district, Diyala province which led to an exchange of fire between IS militants and TMF fighters. A TMF fighter was killed.",1,1603135661
7251286,1,TAS,Strategic developments,Disrupted weapons use,Military Forces of Iraq (2020-),,Unidentified Armed Group (Iraq),,Middle East,Iraq,Baghdad,Karadah,,Baghdad - Karadah,33.2982,44.4297,Shafaaq News,"Defusal: On 13 October 2020, Iraqi security forces (bomb experts) safely defused an unidentified explosive device in Baghdad (Karadah) centre.",0,1603135662
7251043,1,TAS,Violence against civilians,Attack,Unidentified Armed Group (Iraq),,Civilians (Iraq),Yazidi Group (Iraq),Middle East,Iraq,Dahuk,Sumel,,Semel,36.8982,42.7117,Patriotic Union of Kurdistan; Baghdad Today,"On 13 October 2020, unidentified armed men killed a civil Yazidi activist in the Sumel district, Dahuk province. A reason for the attack was not provided.",1,1603135661
